Index,Formula,K,Rb,Cs,MA,FA,Ca,Sr,Ba,Ge,Sn,Pb,Cl,Br,I,Cubic,Tetra,Ortho,Hex,PBE,HSE,A_ion_rad,A_BP,A_MP,A_dens,A_at_wt,A_EA,A_IE,A_hof,A_hov,A_En,A_at_num,A_period,B_ion_rad,B_BP,B_MP,B_dens,B_at_wt,B_EA,B_IE,B_hof,B_hov,B_En,B_at_num,B_period,X_ion_rad,X_BP,X_MP,X_dens,X_at_wt,X_EA,X_IE,X_hof,X_hov,X_En,X_at_num,X_period
2499,RbCa0.375Ge0.125Pb0.375Sn0.125Br3,0,1,0,0,0,0.38,0,0,0.13,0.13,0.38,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.07,2165.38,856.82,6.42,116.64,12.88,673.33,9.86,202.8,1.75,48.5,4.88,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2500,RbCa0.375Ge0.125Pb0.500I3,0,1,0,0,0,0.38,0,0,0.13,0,0.5,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.08,2058.75,868.76,6.92,127.71,11.5,674.19,9.56,188.74,1.79,52.5,5,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2501,RbCa0.375Ge0.125Pb0.500Cl3,0,1,0,0,0,0.38,0,0,0.13,0,0.5,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.08,2058.75,868.76,6.92,127.71,11.5,674.19,9.56,188.74,1.79,52.5,5,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2502,RbCa0.375Ge0.125Pb0.500Br3,0,1,0,0,0,0.38,0,0,0.13,0,0.5,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.08,2058.75,868.76,6.92,127.71,11.5,674.19,9.56,188.74,1.79,52.5,5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2503,RbCa0.375Ge0.250Sr0.375I3,0,1,0,0,0,0.38,0.38,0,0.25,0,0,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.06,2056.25,1110.63,2.86,66.04,-91.5,617.76,14.22,192.91,1.23,29.75,4.38,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2504,RbCa0.375Ge0.250Sr0.375Cl3,0,1,0,0,0,0.38,0.38,0,0.25,0,0,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.06,2056.25,1110.63,2.86,66.04,-91.5,617.76,14.22,192.91,1.23,29.75,4.38,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2505,RbCa0.375Ge0.250Sr0.375Br3,0,1,0,0,0,0.38,0.38,0,0.25,0,0,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.06,2056.25,1110.63,2.86,66.04,-91.5,617.76,14.22,192.91,1.23,29.75,4.38,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2506,RbCa0.375Ge0.250Sn0.125Sr0.250I3,0,1,0,0,0,0.38,0.25,0,0.25,0.13,0,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.05,2208.88,1043.52,3.46,69.93,-55.38,637.65,14.1,212.1,1.36,31.25,4.38,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2507,RbCa0.375Ge0.250Sn0.125Sr0.250Cl3,0,1,0,0,0,0.38,0.25,0,0.25,0.13,0,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.05,2208.88,1043.52,3.46,69.93,-55.38,637.65,14.1,212.1,1.36,31.25,4.38,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2508,RbCa0.375Ge0.250Sn0.125Sr0.250Br3,0,1,0,0,0,0.38,0.25,0,0.25,0.13,0,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.05,2208.88,1043.52,3.46,69.93,-55.38,637.65,14.1,212.1,1.36,31.25,4.38,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2509,RbCa0.375Ge0.250Sn0.250Sr0.125I3,0,1,0,0,0,0.38,0.13,0,0.25,0.25,0,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.04,2361.5,976.4,4.06,73.81,-19.25,657.54,13.97,231.28,1.49,32.75,4.38,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2510,RbCa0.375Ge0.250Sn0.250Sr0.125Cl3,0,1,0,0,0,0.38,0.13,0,0.25,0.25,0,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.04,2361.5,976.4,4.06,73.81,-19.25,657.54,13.97,231.28,1.49,32.75,4.38,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2511,RbCa0.375Ge0.250Sn0.250Sr0.125Br3,0,1,0,0,0,0.38,0.13,0,0.25,0.25,0,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.04,2361.5,976.4,4.06,73.81,-19.25,657.54,13.97,231.28,1.49,32.75,4.38,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2512,RbCa0.375Ge0.250Sn0.375I3,0,1,0,0,0,0.38,0,0,0.25,0.38,0,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.02,2514.13,909.3,4.65,77.7,16.88,677.42,13.85,250.47,1.61,34.25,4.38,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2513,RbCa0.375Ge0.250Sn0.375Cl3,0,1,0,0,0,0.38,0,0,0.25,0.38,0,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.02,2514.13,909.3,4.65,77.7,16.88,677.42,13.85,250.47,1.61,34.25,4.38,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2514,RbCa0.375Ge0.250Sn0.375Br3,0,1,0,0,0,0.38,0,0,0.25,0.38,0,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.02,2514.13,909.3,4.65,77.7,16.88,677.42,13.85,250.47,1.61,34.25,4.38,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2515,RbCa0.375Ge0.250Pb0.125Sr0.250I3,0,1,0,0,0,0.38,0.25,0,0.25,0,0.13,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.06,2102.25,1055.46,3.96,80.99,-56.75,638.51,13.79,198.04,1.41,35.25,4.5,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2516,RbCa0.375Ge0.250Pb0.125Sr0.250Cl3,0,1,0,0,0,0.38,0.25,0,0.25,0,0.13,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.06,2102.25,1055.46,3.96,80.99,-56.75,638.51,13.79,198.04,1.41,35.25,4.5,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2517,RbCa0.375Ge0.250Pb0.125Sr0.250Br3,0,1,0,0,0,0.38,0.25,0,0.25,0,0.13,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.06,2102.25,1055.46,3.96,80.99,-56.75,638.51,13.79,198.04,1.41,35.25,4.5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2518,RbCa0.375Ge0.250Pb0.125Sn0.125Sr0.125I3,0,1,0,0,0,0.38,0.13,0,0.25,0.13,0.13,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.04,2254.88,988.35,4.56,84.87,-20.63,658.4,13.67,217.22,1.53,36.75,4.5,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2519,RbCa0.375Ge0.250Pb0.125Sn0.125Sr0.125Cl3,0,1,0,0,0,0.38,0.13,0,0.25,0.13,0.13,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.04,2254.88,988.35,4.56,84.87,-20.63,658.4,13.67,217.22,1.53,36.75,4.5,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2520,RbCa0.375Ge0.250Pb0.125Sn0.125Sr0.125Br3,0,1,0,0,0,0.38,0.13,0,0.25,0.13,0.13,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.04,2254.88,988.35,4.56,84.87,-20.63,658.4,13.67,217.22,1.53,36.75,4.5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2521,RbCa0.375Ge0.250Pb0.125Sn0.250I3,0,1,0,0,0,0.38,0,0,0.25,0.25,0.13,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.03,2407.5,921.24,5.16,88.76,15.5,678.29,13.54,236.41,1.66,38.25,4.5,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2522,RbCa0.375Ge0.250Pb0.125Sn0.250Cl3,0,1,0,0,0,0.38,0,0,0.25,0.25,0.13,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.03,2407.5,921.24,5.16,88.76,15.5,678.29,13.54,236.41,1.66,38.25,4.5,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2523,RbCa0.375Ge0.250Pb0.125Sn0.250Br3,0,1,0,0,0,0.38,0,0,0.25,0.25,0.13,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.03,2407.5,921.24,5.16,88.76,15.5,678.29,13.54,236.41,1.66,38.25,4.5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2524,RbCa0.375Ge0.250Pb0.250Sr0.125I3,0,1,0,0,0,0.38,0.13,0,0.25,0,0.25,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.05,2148.25,1000.29,5.07,95.93,-22,659.26,13.37,203.16,1.58,40.75,4.63,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2525,RbCa0.375Ge0.250Pb0.250Sr0.125Cl3,0,1,0,0,0,0.38,0.13,0,0.25,0,0.25,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.05,2148.25,1000.29,5.07,95.93,-22,659.26,13.37,203.16,1.58,40.75,4.63,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2526,RbCa0.375Ge0.250Pb0.250Sr0.125Br3,0,1,0,0,0,0.38,0.13,0,0.25,0,0.25,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.05,2148.25,1000.29,5.07,95.93,-22,659.26,13.37,203.16,1.58,40.75,4.63,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2527,RbCa0.375Ge0.250Pb0.250Sn0.125I3,0,1,0,0,0,0.38,0,0,0.25,0.13,0.25,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.03,2300.88,933.18,5.66,99.82,14.13,679.15,13.24,222.35,1.71,42.25,4.63,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2528,RbCa0.375Ge0.250Pb0.250Sn0.125Cl3,0,1,0,0,0,0.38,0,0,0.25,0.13,0.25,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.03,2300.88,933.18,5.66,99.82,14.13,679.15,13.24,222.35,1.71,42.25,4.63,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2529,RbCa0.375Ge0.250Pb0.250Sn0.125Br3,0,1,0,0,0,0.38,0,0,0.25,0.13,0.25,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.03,2300.88,933.18,5.66,99.82,14.13,679.15,13.24,222.35,1.71,42.25,4.63,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2530,RbCa0.375Ge0.250Pb0.375I3,0,1,0,0,0,0.38,0,0,0.25,0,0.38,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.04,2194.25,945.12,6.17,110.88,12.75,680.01,12.94,208.29,1.75,46.25,4.75,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2531,RbCa0.375Ge0.250Pb0.375Cl3,0,1,0,0,0,0.38,0,0,0.25,0,0.38,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.04,2194.25,945.12,6.17,110.88,12.75,680.01,12.94,208.29,1.75,46.25,4.75,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2532,RbCa0.375Ge0.250Pb0.375Br3,0,1,0,0,0,0.38,0,0,0.25,0,0.38,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.04,2194.25,945.12,6.17,110.88,12.75,680.01,12.94,208.29,1.75,46.25,4.75,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2533,RbCa0.375Ge0.375Sr0.250I3,0,1,0,0,0,0.38,0.25,0,0.38,0,0,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.02,2237.75,1131.81,3.21,64.16,-55.5,644.34,17.17,217.59,1.37,29,4.25,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2534,RbCa0.375Ge0.375Sr0.250Cl3,0,1,0,0,0,0.38,0.25,0,0.38,0,0,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.02,2237.75,1131.81,3.21,64.16,-55.5,644.34,17.17,217.59,1.37,29,4.25,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2535,RbCa0.375Ge0.375Sr0.250Br3,0,1,0,0,0,0.38,0.25,0,0.38,0,0,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.02,2237.75,1131.81,3.21,64.16,-55.5,644.34,17.17,217.59,1.37,29,4.25,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2536,RbCa0.375Ge0.375Sn0.125Sr0.125I3,0,1,0,0,0,0.38,0.13,0,0.38,0.13,0,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1,2390.38,1064.7,3.81,68.05,-19.38,664.23,17.05,236.77,1.49,30.5,4.25,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2537,RbCa0.375Ge0.375Sn0.125Sr0.125Cl3,0,1,0,0,0,0.38,0.13,0,0.38,0.13,0,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1,2390.38,1064.7,3.81,68.05,-19.38,664.23,17.05,236.77,1.49,30.5,4.25,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2538,RbCa0.375Ge0.375Sn0.125Sr0.125Br3,0,1,0,0,0,0.38,0.13,0,0.38,0.13,0,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1,2390.38,1064.7,3.81,68.05,-19.38,664.23,17.05,236.77,1.49,30.5,4.25,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2539,RbCa0.375Ge0.375Sn0.250I3,0,1,0,0,0,0.38,0,0,0.38,0.25,0,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,0.99,2543,997.59,4.4,71.94,16.75,684.11,16.92,255.96,1.62,32,4.25,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2540,RbCa0.375Ge0.375Sn0.250Cl3,0,1,0,0,0,0.38,0,0,0.38,0.25,0,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,0.99,2543,997.59,4.4,71.94,16.75,684.11,16.92,255.96,1.62,32,4.25,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2541,RbCa0.375Ge0.375Sn0.250Br3,0,1,0,0,0,0.38,0,0,0.38,0.25,0,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,0.99,2543,997.59,4.4,71.94,16.75,684.11,16.92,255.96,1.62,32,4.25,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2542,RbCa0.375Ge0.375Pb0.125Sr0.125I3,0,1,0,0,0,0.38,0.13,0,0.38,0,0.13,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.01,2283.75,1076.64,4.31,79.11,-20.75,665.09,16.75,222.71,1.54,34.5,4.38,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2543,RbCa0.375Ge0.375Pb0.125Sr0.125Cl3,0,1,0,0,0,0.38,0.13,0,0.38,0,0.13,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.01,2283.75,1076.64,4.31,79.11,-20.75,665.09,16.75,222.71,1.54,34.5,4.38,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2544,RbCa0.375Ge0.375Pb0.125Sr0.125Br3,0,1,0,0,0,0.38,0.13,0,0.38,0,0.13,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.01,2283.75,1076.64,4.31,79.11,-20.75,665.09,16.75,222.71,1.54,34.5,4.38,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2545,RbCa0.375Ge0.375Pb0.125Sn0.125I3,0,1,0,0,0,0.38,0,0,0.38,0.13,0.13,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,0.99,2436.38,1009.53,4.91,83,15.38,684.98,16.62,241.9,1.66,36,4.38,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2546,RbCa0.375Ge0.375Pb0.125Sn0.125Cl3,0,1,0,0,0,0.38,0,0,0.38,0.13,0.13,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,0.99,2436.38,1009.53,4.91,83,15.38,684.98,16.62,241.9,1.66,36,4.38,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2547,RbCa0.375Ge0.375Pb0.125Sn0.125Br3,0,1,0,0,0,0.38,0,0,0.38,0.13,0.13,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,0.99,2436.38,1009.53,4.91,83,15.38,684.98,16.62,241.9,1.66,36,4.38,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2548,RbCa0.375Ge0.375Pb0.250I3,0,1,0,0,0,0.38,0,0,0.38,0,0.25,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1,2329.75,1021.48,5.41,94.06,14,685.84,16.32,227.84,1.71,40,4.5,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2549,RbCa0.375Ge0.375Pb0.250Cl3,0,1,0,0,0,0.38,0,0,0.38,0,0.25,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1,2329.75,1021.48,5.41,94.06,14,685.84,16.32,227.84,1.71,40,4.5,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2550,RbCa0.375Ge0.375Pb0.250Br3,0,1,0,0,0,0.38,0,0,0.38,0,0.25,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1,2329.75,1021.48,5.41,94.06,14,685.84,16.32,227.84,1.71,40,4.5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2551,RbCa0.375Ge0.500Sr0.125I3,0,1,0,0,0,0.38,0.13,0,0.5,0,0,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,0.97,2419.25,1153,3.56,62.29,-19.5,670.91,20.12,242.26,1.5,28.25,4.13,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2552,RbCa0.375Ge0.500Sr0.125Cl3,0,1,0,0,0,0.38,0.13,0,0.5,0,0,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,0.97,2419.25,1153,3.56,62.29,-19.5,670.91,20.12,242.26,1.5,28.25,4.13,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2553,RbCa0.375Ge0.500Sr0.125Br3,0,1,0,0,0,0.38,0.13,0,0.5,0,0,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,0.97,2419.25,1153,3.56,62.29,-19.5,670.91,20.12,242.26,1.5,28.25,4.13,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2554,RbCa0.375Ge0.500Sn0.125I3,0,1,0,0,0,0.38,0,0,0.5,0.13,0,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,0.95,2571.88,1085.89,4.16,66.17,16.63,690.8,20,261.45,1.63,29.75,4.13,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2555,RbCa0.375Ge0.500Sn0.125Cl3,0,1,0,0,0,0.38,0,0,0.5,0.13,0,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,0.95,2571.88,1085.89,4.16,66.17,16.63,690.8,20,261.45,1.63,29.75,4.13,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2556,RbCa0.375Ge0.500Sn0.125Br3,0,1,0,0,0,0.38,0,0,0.5,0.13,0,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,0.95,2571.88,1085.89,4.16,66.17,16.63,690.8,20,261.45,1.63,29.75,4.13,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2557,RbCa0.375Ge0.500Pb0.125I3,0,1,0,0,0,0.38,0,0,0.5,0,0.13,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,0.96,2465.25,1097.83,4.66,77.23,15.25,691.66,19.7,247.39,1.67,33.75,4.25,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2558,RbCa0.375Ge0.500Pb0.125Cl3,0,1,0,0,0,0.38,0,0,0.5,0,0.13,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,0.96,2465.25,1097.83,4.66,77.23,15.25,691.66,19.7,247.39,1.67,33.75,4.25,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2559,RbCa0.375Ge0.500Pb0.125Br3,0,1,0,0,0,0.38,0,0,0.5,0,0.13,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,0.96,2465.25,1097.83,4.66,77.23,15.25,691.66,19.7,247.39,1.67,33.75,4.25,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2560,RbCa0.375Ge0.625I3,0,1,0,0,0,0.38,0,0,0.63,0,0,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,0.92,2600.75,1174.19,3.91,60.41,16.5,697.49,23.07,266.94,1.63,27.5,4,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2561,RbCa0.375Ge0.625Cl3,0,1,0,0,0,0.38,0,0,0.63,0,0,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,0.92,2600.75,1174.19,3.91,60.41,16.5,697.49,23.07,266.94,1.63,27.5,4,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2562,RbCa0.375Ge0.625Br3,0,1,0,0,0,0.38,0,0,0.63,0,0,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,0.92,2600.75,1174.19,3.91,60.41,16.5,697.49,23.07,266.94,1.63,27.5,4,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2563,RbCa0.500Sr0.500I3,0,1,0,0,0,0.5,0.5,0,0,0,0,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.13,1706,1077,2.04,63.85,-162,569.65,8.36,145.78,0.97,29,4.5,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
