Index,Formula,Decomp,Gap,SLME,K,Rb,Cs,MA,FA,Ca,Sr,Ba,Ge,Sn,Pb,Cl,Br,I,Cubic,Tetra,Ortho,Hex,A_ion_rad,A_BP,A_MP,A_dens,A_at_wt,A_EA,A_IE,A_hof,A_hov,A_En,A_at_num,A_period,B_ion_rad,B_BP,B_MP,B_dens,B_at_wt,B_EA,B_IE,B_hof,B_hov,B_En,B_at_num,B_period,X_ion_rad,X_BP,X_MP,X_dens,X_at_wt,X_EA,X_IE,X_hof,X_hov,X_En,X_at_num,X_period
34,KSr_0.125Ge_0.875Cl_3,2.69,2,0.12,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E-01,0.00E+00,8.75E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.51E+00,1.03E+03,3.37E+02,8.60E-01,3.91E+01,4.84E+01,4.19E+02,2.33E+00,7.69E+01,8.20E-01,1.90E+01,4.00E+00,9.19E-01,2.93E+03,1.19E+03,4.97E+00,7.45E+01,8.40E+01,7.36E+02,2.89E+01,3.10E+02,1.88E+00,3.28E+01,4.13E+00,1.81E+00,2.39E+02,1.72E+02,3.21E+00,3.55E+01,3.49E+02,1.25E+03,3.21E+00,1.02E+01,3.16E+00,1.70E+01,3.00E+00
35,CsCa_0.125Ba_0.125Ge_0.25Sn_0.5Br_3,-0.33,2.01,0.13,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.25E-01,0.00E+00,1.25E-01,2.50E-01,5.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.74E+00,9.44E+02,3.02E+02,1.87E+00,1.33E+02,4.55E+01,3.76E+02,2.09E+00,6.77E+01,7.90E-01,5.50E+01,6.00E+00,1.09E+00,2.69E+03,8.20E+02,5.63E+00,9.97E+01,6.45E+01,6.81E+02,1.36E+01,2.66E+02,1.72E+00,4.25E+01,4.75E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
36,KPbI_3,2.39,0.9,0.16,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.51E+00,1.03E+03,3.37E+02,8.60E-01,3.91E+01,4.84E+01,4.19E+02,2.33E+00,7.69E+01,8.20E-01,1.90E+01,4.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
37,RbPbI_3,1.91,0.91,0.16,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.61E+00,9.61E+02,3.13E+02,1.53E+00,8.55E+01,4.69E+01,4.03E+02,2.34E+00,6.92E+01,8.20E-01,3.70E+01,5.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
38,CsPbI_3,-0.64,0.94,0.16,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.74E+00,9.44E+02,3.02E+02,1.87E+00,1.33E+02,4.55E+01,3.76E+02,2.09E+00,6.77E+01,7.90E-01,5.50E+01,6.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
39,KCa_0.25Sr_0.125Ge_0.25Pb_0.375I_3,2.53,1.98,0.12,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-01,1.25E-01,0.00E+00,2.50E-01,0.00E+00,3.75E-01,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.51E+00,1.03E+03,3.37E+02,8.60E-01,3.91E+01,4.84E+01,4.19E+02,2.33E+00,7.69E+01,8.20E-01,1.90E+01,4.00E+00,1.07E+00,2.18E+03,9.36E+02,6.29E+00,1.17E+02,1.13E+01,6.75E+02,1.29E+01,2.06E+02,1.75E+00,4.85E+01,4.88E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
40,RbCa_0.25Ge_0.25Sn_0.375Pb_0.125Br_3,-0.12,1.88,0.14,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-01,0.00E+00,0.00E+00,2.50E-01,3.75E-01,1.25E-01,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.61E+00,9.61E+02,3.13E+02,1.53E+00,8.55E+01,4.69E+01,4.03E+02,2.34E+00,6.92E+01,8.20E-01,3.70E+01,5.00E+00,1.05E+00,2.55E+03,8.45E+02,5.88E+00,9.86E+01,5.01E+01,6.93E+02,1.34E+01,2.53E+02,1.78E+00,4.20E+01,4.63E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
41,RbCa_0.125Sr_0.25Sn_0.125Pb_0.5I_3,1.99,1.79,0.1,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E-01,2.50E-01,0.00E+00,0.00E+00,1.25E-01,5.00E-01,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.61E+00,9.61E+02,3.13E+02,1.53E+00,8.55E+01,4.69E+01,4.03E+02,2.34E+00,6.92E+01,8.20E-01,3.70E+01,5.00E+00,1.18E+00,2.00E+03,7.63E+02,7.42E+00,1.45E+02,8.63E+00,6.57E+02,6.40E+00,1.79E+02,1.77E+00,5.93E+01,5.38E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
42,MABa_0.25Ge_0.125Sn_0.625I_3,-0.03,1.91,0.12,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-01,1.25E-01,6.25E-01,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.18E+00,2.71E+03,7.18E+02,6.13E+00,1.18E+02,7.76E+01,6.64E+02,1.05E+01,2.58E+02,1.70E+00,4.93E+01,5.13E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
43,RbSn_0.125Pb_0.875Br_3,-0.19,1.22,0.15,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E-01,8.75E-01,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.61E+00,9.61E+02,3.13E+02,1.53E+00,8.55E+01,4.69E+01,4.03E+02,2.34E+00,6.92E+01,8.20E-01,3.70E+01,5.00E+00,1.19E+00,2.13E+03,5.89E+02,1.08E+01,1.96E+02,1.11E+02,7.15E+02,5.07E+00,1.92E+02,2.28E+00,7.80E+01,5.88E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
44,KSr_0.125Ba_0.125Ge_0.125Sn_0.125Pb_0.5Br_3,0.22,1.87,0.1,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E-01,1.25E-01,1.25E-01,1.25E-01,5.00E-01,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.51E+00,1.03E+03,3.37E+02,8.60E-01,3.91E+01,4.84E+01,4.19E+02,2.33E+00,7.69E+01,8.20E-01,1.90E+01,4.00E+00,1.18E+00,2.23E+03,7.70E+02,8.02E+00,1.56E+02,5.76E+01,6.73E+02,9.29E+00,2.02E+02,1.89E+00,6.30E+01,5.50E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
45,KBa_0.25Ge_0.625Sn_0.125Cl_3,2.91,2.38,0.08,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-01,6.25E-01,1.25E-01,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.51E+00,1.03E+03,3.37E+02,8.60E-01,3.91E+01,4.84E+01,4.19E+02,2.33E+00,7.69E+01,8.20E-01,1.90E+01,4.00E+00,1.04E+00,2.82E+03,1.07E+03,5.14E+00,9.46E+01,7.71E+01,6.91E+02,2.28E+01,2.80E+02,1.72E+00,4.03E+01,4.63E+00,1.81E+00,2.39E+02,1.72E+02,3.21E+00,3.55E+01,3.49E+02,1.25E+03,3.21E+00,1.02E+01,3.16E+00,1.70E+01,3.00E+00
46,KPbBr_3,0.06,1.37,0.15,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.51E+00,1.03E+03,3.37E+02,8.60E-01,3.91E+01,4.84E+01,4.19E+02,2.33E+00,7.69E+01,8.20E-01,1.90E+01,4.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
47,MAGeI_3,-0.07,1.8,0.14,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,8.70E-01,3.11E+03,1.21E+03,5.32E+00,7.26E+01,1.20E+02,7.62E+02,3.18E+01,3.34E+02,2.01E+00,3.20E+01,4.00E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
48,RbPbBr_3,-0.2,1.39,0.15,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.61E+00,9.61E+02,3.13E+02,1.53E+00,8.55E+01,4.69E+01,4.03E+02,2.34E+00,6.92E+01,8.20E-01,3.70E+01,5.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
49,MASnI_3,-0.14,1.14,0.16,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.15E+00,2.88E+03,5.05E+02,7.31E+00,1.19E+02,1.21E+02,7.09E+02,7.20E+00,2.90E+02,1.96E+00,5.00E+01,5.00E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
50,CsPbBr_3,-0.55,1.42,0.15,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.74E+00,9.44E+02,3.02E+02,1.87E+00,1.33E+02,4.55E+01,3.76E+02,2.09E+00,6.77E+01,7.90E-01,5.50E+01,6.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
51,MABa_0.125Sn_0.875I_3,-0.09,1.41,0.15,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E-01,0.00E+00,8.75E-01,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.18E+00,2.78E+03,5.67E+02,6.84E+00,1.21E+02,9.94E+01,6.83E+02,7.30E+00,2.72E+02,1.83E+00,5.08E+01,5.13E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
52,CsBa_0.25Pb_0.75I_3,-0.72,1.7,0.15,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E-01,0.00E+00,0.00E+00,7.50E-01,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.74E+00,9.44E+02,3.02E+02,1.87E+00,1.33E+02,4.55E+01,3.76E+02,2.09E+00,6.77E+01,7.90E-01,5.50E+01,6.00E+00,1.25E+00,2.04E+03,7.01E+02,9.41E+00,1.90E+02,6.95E+01,6.62E+02,5.58E+00,1.68E+02,1.97E+00,7.55E+01,6.00E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
53,MAPbI_3,-0.13,1.53,0.16,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
54,MACa_0.125Sn_0.75Pb_0.125I_3,-0.09,1.23,0.15,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.25E-01,0.00E+00,0.00E+00,0.00E+00,7.50E-01,1.25E-01,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.14E+00,2.63E+03,5.93E+02,7.09E+00,1.20E+02,8.50E+01,6.95E+02,7.06E+00,2.59E+02,1.89E+00,5.03E+01,5.00E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
55,KSr_0.125Ba_0.125Ge_0.25Sn_0.25Pb_0.25Cl_3,2.83,2.39,0.09,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E-01,1.25E-01,2.50E-01,2.50E-01,2.50E-01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.51E+00,1.03E+03,3.37E+02,8.60E-01,3.91E+01,4.84E+01,4.19E+02,2.33E+00,7.69E+01,8.20E-01,1.90E+01,4.00E+00,1.14E+00,2.47E+03,8.35E+02,6.76E+00,1.28E+02,6.03E+01,6.78E+02,1.30E+01,2.35E+02,1.80E+00,5.28E+01,5.13E+00,1.81E+00,2.39E+02,1.72E+02,3.21E+00,3.55E+01,3.49E+02,1.25E+03,3.21E+00,1.02E+01,3.16E+00,1.70E+01,3.00E+00
56,CsCa_0.125Sr_0.125Ge_0.375Sn_0.25Pb_0.125Cl_3,1.4,2.51,0.07,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.25E-01,1.25E-01,0.00E+00,3.75E-01,2.50E-01,1.25E-01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.74E+00,9.44E+02,3.02E+02,1.87E+00,1.33E+02,4.55E+01,3.76E+02,2.09E+00,6.77E+01,7.90E-01,5.50E+01,6.00E+00,1.04E+00,2.56E+03,9.25E+02,5.75E+00,9.88E+01,4.85E+01,6.95E+02,1.64E+01,2.57E+02,1.78E+00,4.20E+01,4.63E+00,1.81E+00,2.39E+02,1.72E+02,3.21E+00,3.55E+01,3.49E+02,1.25E+03,3.21E+00,1.02E+01,3.16E+00,1.70E+01,3.00E+00
57,MACa_0.125Sr_0.125Ba_0.125Ge_0.125Pb_0.5I_3,0,2.34,0.09,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.25E-01,1.25E-01,1.25E-01,1.25E-01,0.00E+00,5.00E-01,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.16E+00,2.09E+03,8.46E+02,7.30E+00,1.46E+02,2.30E+01,6.58E+02,9.45E+00,1.85E+02,1.77E+00,5.93E+01,5.38E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
58,FASnI_3,-1.17,1.32,0.15,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.53E+00,3.19E+02,3.54E+02,1.10E+00,4.51E+01,8.60E+00,8.49E+02,6.50E+00,2.90E+01,2.57E+00,9.10E+01,8.00E+00,1.15E+00,2.88E+03,5.05E+02,7.31E+00,1.19E+02,1.21E+02,7.09E+02,7.20E+00,2.90E+02,1.96E+00,5.00E+01,5.00E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
59,K_0.125Rb_0.125MA_0.75PbI_3,0.16,1.62,0.16,1.25E-01,1.25E-01,0.00E+00,7.50E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.02E+00,4.50E+02,2.17E+02,8.24E-01,3.96E+01,1.84E+01,7.97E+02,5.18E+00,3.61E+01,2.12E+00,6.18E+01,6.38E+00,1.19E+00,2.02E+03,6.01E+02,1.13E+01,2.07E+02,1.10E+02,7.16E+02,4.77E+00,1.78E+02,2.33E+00,8.20E+01,6.00E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
60,RbCa_0.375Ge_0.125Pb_0.5Br_3,-0.14,2.56,0.08,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,3.75E-01,0.00E+00,0.00E+00,1.25E-01,0.00E+00,5.00E-01,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.61E+00,9.61E+02,3.13E+02,1.53E+00,8.55E+01,4.69E+01,4.03E+02,2.34E+00,6.92E+01,8.20E-01,3.70E+01,5.00E+00,1.08E+00,2.06E+03,8.69E+02,6.92E+00,1.28E+02,1.15E+01,6.74E+02,9.56E+00,1.89E+02,1.79E+00,5.25E+01,5.00E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
61,MACa_0.125Sn_0.875I_3,-0.09,1.27,0.15,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.25E-01,0.00E+00,0.00E+00,0.00E+00,8.75E-01,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.13E+00,2.74E+03,5.81E+02,6.59E+00,1.09E+02,8.64E+01,6.94E+02,7.37E+00,2.73E+02,1.84E+00,4.63E+01,4.88E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
62,CsBa_0.5Pb_0.5I_3,-0.58,2.29,0.09,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.00E-01,0.00E+00,0.00E+00,5.00E-01,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.74E+00,9.44E+02,3.02E+02,1.87E+00,1.33E+02,4.55E+01,3.76E+02,2.09E+00,6.77E+01,7.90E-01,5.50E+01,6.00E+00,1.30E+00,2.05E+03,8.01E+02,7.47E+00,1.72E+02,2.90E+01,6.09E+02,6.39E+00,1.59E+02,1.61E+00,6.90E+01,6.00E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
63,CsGe_0.125Pb_0.875Cl_3,1.3,1.89,0.12,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E-01,0.00E+00,8.75E-01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.74E+00,9.44E+02,3.02E+02,1.87E+00,1.33E+02,4.55E+01,3.76E+02,2.09E+00,6.77E+01,7.90E-01,5.50E+01,6.00E+00,1.15E+00,2.16E+03,6.77E+02,1.06E+01,1.90E+02,1.11E+02,7.21E+02,8.15E+00,1.97E+02,2.29E+00,7.58E+01,5.75E+00,1.81E+00,2.39E+02,1.72E+02,3.21E+00,3.55E+01,3.49E+02,1.25E+03,3.21E+00,1.02E+01,3.16E+00,1.70E+01,3.00E+00
64,Rb_0.5Cs_0.125MA_0.375GeBr_3,-0.33,2.32,0.09,0.00E+00,5.00E-01,1.25E-01,3.75E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.84E+00,6.99E+02,2.62E+02,1.26E+00,7.14E+01,3.24E+01,5.96E+02,3.73E+00,5.20E+01,1.47E+00,5.28E+01,5.88E+00,8.70E-01,3.11E+03,1.21E+03,5.32E+00,7.26E+01,1.20E+02,7.62E+02,3.18E+01,3.34E+02,2.01E+00,3.20E+01,4.00E+00,1.96E+00,3.32E+02,2.66E+02,3.12E+00,7.99E+01,3.25E+02,1.14E+03,5.29E+00,1.47E+01,2.96E+00,3.50E+01,4.00E+00
65,MABa_0.125Pb_0.875I_3,-0.31,1.63,0.15,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E-01,0.00E+00,0.00E+00,8.75E-01,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.17E+00,2.67E+02,1.81E+02,7.00E-01,3.21E+01,8.68E+00,9.26E+02,6.13E+00,2.39E+01,2.55E+00,7.30E+01,7.00E+00,1.22E+00,2.03E+03,6.51E+02,1.04E+01,1.98E+02,8.98E+01,6.89E+02,5.17E+00,1.73E+02,2.15E+00,7.88E+01,6.00E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
66,CsBa_0.375Pb_0.625I_3,-0.65,2.12,0.11,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.75E-01,0.00E+00,0.00E+00,6.25E-01,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.74E+00,9.44E+02,3.02E+02,1.87E+00,1.33E+02,4.55E+01,3.76E+02,2.09E+00,6.77E+01,7.90E-01,5.50E+01,6.00E+00,1.28E+00,2.04E+03,7.51E+02,8.44E+00,1.81E+02,4.93E+01,6.36E+02,5.99E+00,1.64E+02,1.79E+00,7.23E+01,6.00E+00,2.20E+00,4.58E+02,3.87E+02,4.93E+00,1.27E+02,2.95E+02,1.01E+03,7.76E+00,2.09E+01,2.66E+00,5.30E+01,5.00E+00
